OID_,Value,Count,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW,R,G,B,RED,GREEN,BLUE
1527,1965,24585856.000000000000000,13100,52,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,17,27,56,I-B,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
1528,1966,5892032.000000000000000,13110,52,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,6,6,88,I-B,179,207,143,0.701961000000000,0.811765000000000,0.560784000000000
1529,1967,44775672.000000000000000,13130,52,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,45,-9999,55,V-A,0,156,44,0.000000000000000,0.611765000000000,0.172549000000000
1530,1968,1862368.000000000000000,13940,52,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,1,3,96,I-A,230,213,138,0.901961000000000,0.835294000000000,0.541176000000000
1531,1969,1626423.000000000000000,13950,52,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,1,2,97,I-A,255,235,176,1.000000000000000,0.921569000000000,0.690196000000000
1532,1970,380069.000000000000000,14110,52,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,-9999,-9999,24,100,-9999,-9999,II-C,235,255,0,0.921569000000000,1.000000000000000,0.000000000000000
1533,1971,232622.000000000000000,14120,52,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,89,3,96,-9999,4,II-A,214,0,157,0.839216000000000,0.000000000000000,0.615686000000000
1534,1972,1599930.000000000000000,14210,52,14210_49_52,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,100,-9999,-9999,II-A,232,255,196,0.909804000000000,1.000000000000000,0.768627000000000
1535,1973,4057970.000000000000000,14710,52,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,-9999,14,86,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1536,1974,4933539.000000000000000,14790,52,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,-9999,-9999,989,100,-9999,-9999,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1537,1975,320701.000000000000000,14920,52,14920_41_50_51_52_63,Great Lakes Coastal Marsh Systems,Riparian,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,122,245,202,0.478431000000000,0.960784000000000,0.792157000000000
1538,1976,773374.000000000000000,14930,52,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,100,-9999,-9999,II-C,240,150,20,0.941176000000000,0.588235000000000,0.078431000000000
1539,1977,1396512.000000000000000,15180,52,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,100,-9999,-9999,V-B,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1540,1978,5810.000000000000000,13020,66,13020_65_66,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,983,-9999,-9999,983,100,-9999,-9999,V-B,76,230,0,0.298039000000000,0.901961000000000,0.000000000000000
1543,1981,36.000000000000000,13540,66,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,10,24,66,I-B,255,196,82,1.000000000000000,0.768627000000000,0.321569000000000
1544,1982,677.000000000000000,13620,66,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,16,11,73,III-A,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
1545,1983,235.000000000000000,13660,66,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,32,15,53,III-B,208,255,99,0.815686000000000,1.000000000000000,0.388235000000000
1546,1984,31.000000000000000,13690,66,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,8,3,89,I-B,0,255,220,0.000000000000000,1.000000000000000,0.862745000000000
1548,1986,2500.000000000000000,13730,66,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1127,-9999,-9999,1127,100,-9999,-9999,V-B,130,160,100,0.509804000000000,0.627451000000000,0.392157000000000
1549,1987,1.000000000000000,13740,66,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,100,-9999,-9999,V-B,144,107,181,0.564706000000000,0.419608000000000,0.709804000000000
1550,1988,71.000000000000000,13770,66,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,46,50,4,III-B,255,0,77,1.000000000000000,0.000000000000000,0.301961000000000
1555,1993,359.000000000000000,14750,66,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,-9999,14,86,III-A,122,143,245,0.478431000000000,0.560784000000000,0.960784000000000
1557,1995,1053.000000000000000,14790,66,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,57,-9999,43,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1560,1998,468.000000000000000,14940,66,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,100,-9999,-9999,V-B,0,168,107,0.000000000000000,0.658824000000000,0.419608000000000
1561,1999,8267.000000000000000,15260,66,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,100,-9999,-9999,V-B,232,160,255,0.909804000000000,0.627451000000000,1.000000000000000
1562,2000,47747.000000000000000,13050,53,13050_53,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,2,1007,15,2,88,1,11,II-A,184,156,33,0.721569000000000,0.611765000000000,0.129412000000000
1564,2002,60917.000000000000000,13150,53,13150_48_53_57_59_61,Southern Appalachian Oak Forest,Hardwood,604,138,16,14,2,10,88,I-B,181,227,194,0.709804000000000,0.890196000000000,0.760784000000000
1565,2003,2530228.000000000000000,13170,53,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,6,1,93,I-B,186,184,148,0.729412000000000,0.721569000000000,0.580392000000000
1566,2004,25662.000000000000000,13180,53,13180_48_53,Southern and Central Appalachian Cove Forest,Hardwood,555,727,88,69,12,10,78,III-A,138,177,255,0.541176000000000,0.694118000000000,1.000000000000000
1567,2005,2954088.000000000000000,13210,53,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
1569,2007,23.000000000000000,13530,53,13530_46_48_53_54_57_59_60_61,Southern Appalachian Low-Elevation Pine Forest,Conifer,153,66,9,7,5,11,84,I-B,255,200,97,1.000000000000000,0.784314000000000,0.380392000000000
1571,2009,23240.000000000000000,13700,53,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,51,49,-9999,V-B,214,255,145,0.839216000000000,1.000000000000000,0.568627000000000
1573,2011,22456.000000000000000,14010,53,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,18,21,61,I-A,255,235,20,1.000000000000000,0.921569000000000,0.078431000000000
1574,2012,379677.000000000000000,14710,53,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,13,21,66,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1575,2013,567598.000000000000000,14720,53,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,-9999,202,168,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1576,2014,25950.000000000000000,14790,53,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,100,-9999,-9999,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1577,2015,441071.000000000000000,13040,49,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,Hardwood,188,66,15,11,6,17,77,I-B,115,115,0,0.450980000000000,0.450980000000000,0.000000000000000
1578,2016,788348.000000000000000,13050,49,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,61,117,9,7,12,7,81,I-B,184,156,33,0.721569000000000,0.611765000000000,0.129412000000000
1579,2017,54553536.000000000000000,13100,49,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,17,27,56,I-B,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
1580,2018,1496450.000000000000000,13110,49,13110_49,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,149,11,9,7,6,87,I-B,179,207,143,0.701961000000000,0.811765000000000,0.560784000000000
1581,2019,138939.000000000000000,13130,49,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,-9999,852,465,45,-9999,55,V-A,0,156,44,0.000000000000000,0.611765000000000,0.172549000000000
1582,2020,6925425.000000000000000,13140,49,13140_49,North-Central Interior Maple-Basswood Forest,Hardwood,1030,-9999,845,464,45,-9999,55,V-A,237,161,102,0.929412000000000,0.631373000000000,0.400000000000000
1583,2021,5202228.000000000000000,13210,49,13210_49,South-Central Interior Mesophytic Forest,Hardwood,708,809,548,223,32,28,40,V-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
1584,2022,3812.000000000000000,13260,49,13260_49,South-Central Interior/Upper Coastal Plain Flatwoods,Hardwood,128,33,17,10,8,31,61,I-B,156,237,38,0.611765000000000,0.929412000000000,0.149020000000000
1585,2023,381996.000000000000000,13640,49,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,Hardwood,38,89,6,5,13,5,82,I-A,97,69,0,0.380392000000000,0.270588000000000,0.000000000000000
1586,2024,83777.000000000000000,13940,49,13940_44_49,North-Central Interior Oak Savanna,Hardwood,550,189,5,5,1,3,96,I-A,230,213,138,0.901961000000000,0.835294000000000,0.541176000000000
1587,2025,1662.000000000000000,13950,49,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,1,2,97,I-A,255,235,176,1.000000000000000,0.921569000000000,0.690196000000000
1588,2026,203917.000000000000000,14010,49,14010_49,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,18,21,61,I-A,255,235,20,1.000000000000000,0.921569000000000,0.078431000000000
1589,2027,3266.000000000000000,14110,49,14110_49_51_52,Great Lakes Wet-Mesic Lakeplain Prairie,Riparian,24,-9999,-9999,24,100,-9999,-9999,II-C,235,255,0,0.921569000000000,1.000000000000000,0.000000000000000
1590,2028,91006.000000000000000,14120,49,14120_49,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,87,3,96,-9999,4,II-A,214,0,157,0.839216000000000,0.000000000000000,0.615686000000000
1591,2029,100449121.000000000000000,14210,49,14210_49_52,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,100,-9999,-9999,II-A,232,255,196,0.909804000000000,1.000000000000000,0.768627000000000
1592,2030,29839.000000000000000,14570,49,14570_49,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,93,120,13,11,11,9,80,I-B,186,237,38,0.729412000000000,0.929412000000000,0.149020000000000
1593,2031,465708.000000000000000,14660,49,14660_49,Great Lakes Wooded Dune and Swale,Riparian,2663,533,-9999,444,17,83,-9999,V-A,181,0,0,0.709804000000000,0.000000000000000,0.000000000000000
1594,2032,444315.000000000000000,14690,49,14690_38_42_49,Eastern Great Plains Floodplain Systems,Riparian,510,76,177,48,10,63,27,III-A,75,170,190,0.294118000000000,0.666667000000000,0.745098000000000
1595,2033,977853.000000000000000,14710,49,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,426,68,59,-9999,14,86,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1596,2034,29635.000000000000000,14720,49,14720_49,Central Interior and Appalachian Riparian Systems,Riparian,996,-9999,198,165,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1597,2035,3700.000000000000000,15170,49,15170_42_49_50,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,15,126,102,12,79,9,12,II-B,106,117,0,0.415686000000000,0.458824000000000,0.000000000000000
1598,2036,529301.000000000000000,15180,49,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,100,-9999,-9999,V-B,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1601,2039,16.000000000000000,13100,43,13100_38_42_43,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,126,50,76,24,19,49,32,I-C,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
1603,2041,5.000000000000000,13140,43,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,46,-9999,54,V-A,237,161,102,0.929412000000000,0.631373000000000,0.400000000000000
1605,2043,33.000000000000000,13950,43,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,1,2,97,I-A,255,235,176,1.000000000000000,0.921569000000000,0.690196000000000
1606,2044,1.000000000000000,14010,43,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,18,21,61,I-A,255,235,20,1.000000000000000,0.921569000000000,0.078431000000000
1608,2046,176.000000000000000,14210,43,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,100,-9999,-9999,II-A,232,255,196,0.909804000000000,1.000000000000000,0.768627000000000
1610,2048,114.000000000000000,14690,43,14690_31_39_40_43,Eastern Great Plains Floodplain Systems,Riparian,517,77,176,48,9,63,28,III-A,75,170,190,0.294118000000000,0.666667000000000,0.745098000000000
1611,2049,3806.000000000000000,14710,43,14710_42_43,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1612,2050,131.000000000000000,14880,43,14880_38_42_43,Eastern Great Plains Wet Meadow-Prairie-Marsh,Grassland,3,-9999,-9999,3,100,-9999,-9999,II-A,148,20,51,0.580392000000000,0.078431000000000,0.200000000000000
1613,2051,11.000000000000000,15180,43,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,100,-9999,-9999,V-B,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1629,2067,8737796.000000000000000,13050,47,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,77,3,20,II-A,184,156,33,0.721569000000000,0.611765000000000,0.129412000000000
1630,2068,115.000000000000000,13060,47,13060_47_48,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Hardwood,386,87,9,8,2,10,88,I-B,217,148,171,0.850980000000000,0.580392000000000,0.670588000000000
1632,2070,1081930.000000000000000,13100,47,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,6,6,88,I-B,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
1633,2071,7398135.000000000000000,13130,47,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,1004,-9999,836,456,45,-9999,55,V-A,0,156,44,0.000000000000000,0.611765000000000,0.172549000000000
1634,2072,14925111.000000000000000,13210,47,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A,71,135,148,0.278431000000000,0.529412000000000,0.580392000000000
1636,2074,99615.000000000000000,13260,47,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,Hardwood,187,182,5,5,3,3,94,I-A,156,237,38,0.611765000000000,0.929412000000000,0.149020000000000
1638,2076,69566.000000000000000,13530,47,13530_47,Southern Appalachian Low-Elevation Pine Forest,Conifer,100,1204,2,2,2,1,97,I-A,255,200,97,1.000000000000000,0.784314000000000,0.380392000000000
1639,2077,11.000000000000000,13570,47,13570_46_47_55_58_99,Southern Coastal Plain Mesic Slope Forest,Hardwood,402,159,52,35,9,22,69,I-C,191,151,71,0.749020000000000,0.592157000000000,0.278431000000000
1640,2078,636103.000000000000000,13630,47,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Hardwood,29,16,7,4,15,27,58,I-A,229,38,0,0.898039000000000,0.149020000000000,0.000000000000000
1641,2079,1669505.000000000000000,14010,47,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,18,21,61,I-A,255,235,20,1.000000000000000,0.921569000000000,0.078431000000000
1642,2080,65954.000000000000000,14130,47,14130_47,Bluegrass Savanna and Woodland,Hardwood,81,132,62,28,34,21,45,I-C,199,227,148,0.780392000000000,0.890196000000000,0.580392000000000
1643,2081,3517.000000000000000,14180,47,14180_47,Pennyroyal Karst Plain Prairie and Barrens,Grassland,2,75,22,1,91,2,7,II-A,232,227,138,0.909804000000000,0.890196000000000,0.541176000000000
1645,2083,6901.000000000000000,14570,47,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,4,7,89,I-B,186,237,38,0.729412000000000,0.929412000000000,0.149020000000000
1646,2084,6736390.000000000000000,14710,47,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,13,21,66,III-A,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1647,2085,2766948.000000000000000,14720,47,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1648,2086,931.000000000000000,14730,47,14730_45_46_47_98_99,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,115,-9999,100,53,46,-9999,54,III-A,102,119,205,0.400000000000000,0.466667000000000,0.803922000000000
1650,2088,2455637.000000000000000,14790,47,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,100,-9999,-9999,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1652,2090,574.000000000000000,15090,47,15090_45_47,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,Hardwood,479,106,88,44,10,41,49,III-A,0,107,82,0.000000000000000,0.419608000000000,0.321569000000000
1653,2091,1563417.000000000000000,15180,47,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,100,-9999,-9999,V-B,211,237,38,0.827451000000000,0.929412000000000,0.149020000000000
1679,2117,9004321.000000000000000,13100,42,13100_38_42_43,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,126,50,76,24,19,49,32,I-C,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
1680,2118,182059.000000000000000,13110,42,13110_42_43,North-Central Interior Dry Oak Forest and Woodland,Hardwood,141,111,11,9,7,8,85,I-B,179,207,143,0.701961000000000,0.811765000000000,0.560784000000000
1681,2119,3588859.000000000000000,13140,42,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,46,-9999,54,V-A,237,161,102,0.929412000000000,0.631373000000000,0.400000000000000
1682,2120,117844.000000000000000,13850,42,13850_31_39_40_42,Western Great Plains Wooded Draw and Ravine,Shrubland,91,65,230,32,36,50,14,I-C,168,168,0,0.658824000000000,0.658824000000000,0.000000000000000
1683,2121,230058.000000000000000,13940,42,13940_42,North-Central Interior Oak Savanna,Hardwood,530,167,5,5,1,3,96,I-A,230,213,138,0.901961000000000,0.835294000000000,0.541176000000000
1684,2122,20177.000000000000000,13950,42,13950_41_42_43_49_52,North-Central Oak Barrens,Hardwood,341,246,5,5,1,2,97,I-A,255,235,176,1.000000000000000,0.921569000000000,0.690196000000000
1685,2123,188401.000000000000000,14120,42,14120_39_40_41_42_43_50_51,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,-9999,87,3,96,-9999,4,II-A,214,0,157,0.839216000000000,0.000000000000000,0.615686000000000
1686,2124,4057363.000000000000000,14200,42,14200_39_40_42,Northern Tallgrass Prairie,Grassland,6,-9999,-9999,6,100,-9999,-9999,II-B,184,132,29,0.721569000000000,0.517647000000000,0.113725000000000
1687,2125,4563577.000000000000000,14210,42,14210_31_38_42_43_44_50_51,Central Tallgrass Prairie,Grassland,4,-9999,-9999,4,100,-9999,-9999,II-A,232,255,196,0.909804000000000,1.000000000000000,0.768627000000000
1688,2126,598194.000000000000000,14690,42,14690_38_42_49,Eastern Great Plains Floodplain Systems,Riparian,510,76,177,48,10,63,27,III-A,75,170,190,0.294118000000000,0.666667000000000,0.745098000000000
1689,2127,1789276.000000000000000,14710,42,14710_42_43,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1690,2128,87155.000000000000000,14790,42,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,100,-9999,-9999,V-B,207,61,255,0.811765000000000,0.239216000000000,1.000000000000000
1691,2129,23255.000000000000000,14880,42,14880_38_42_43,Eastern Great Plains Wet Meadow-Prairie-Marsh,Grassland,3,-9999,-9999,3,100,-9999,-9999,II-A,148,20,51,0.580392000000000,0.078431000000000,0.200000000000000
1692,2130,164918.000000000000000,14930,42,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,100,-9999,-9999,II-C,240,150,20,0.941176000000000,0.588235000000000,0.078431000000000
1693,2131,178748.000000000000000,15170,42,15170_42_49_50,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,15,126,102,12,79,9,12,II-B,106,117,0,0.415686000000000,0.458824000000000,0.000000000000000
1696,2134,11.000000000000000,13100,44,13100_44_50,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,123,49,76,24,20,48,32,I-C,176,163,222,0.690196000000000,0.639216000000000,0.870588000000000
1697,2135,735.000000000000000,13110,44,13110_44,North-Central Interior Dry Oak Forest and Woodland,Hardwood,107,99,19,14,13,14,73,I-B,179,207,143,0.701961000000000,0.811765000000000,0.560784000000000
1699,2137,3.000000000000000,13140,44,13140_38_39_40_41_42_43_44_50,North-Central Interior Maple-Basswood Forest,Hardwood,1027,-9999,857,467,46,-9999,54,V-A,237,161,102,0.929412000000000,0.631373000000000,0.400000000000000
1706,2144,6.000000000000000,13940,44,13940_44_49,North-Central Interior Oak Savanna,Hardwood,550,189,5,5,1,3,96,I-A,230,213,138,0.901961000000000,0.835294000000000,0.541176000000000
1714,2152,68482.000000000000000,14710,44,14710_44,Central Interior and Appalachian Floodplain Systems,Riparian,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,191,176,0.000000000000000,0.749020000000000,0.690196000000000
1716,2154,13414.000000000000000,14720,44,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,17,-9999,83,III-B,36,255,20,0.141176000000000,1.000000000000000,0.078431000000000
1720,2158,5.000000000000000,14930,44,14930_41_42_44_50,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,-9999,-9999,17,100,-9999,-9999,II-C,240,150,20,0.941176000000000,0.588235000000000,0.078431000000000
1746,2723,1617802.000000000000000,13620,41,13620_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,355,680,12,11,3,2,95,I-B,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
1747,2724,9731564.000000000000000,13622,41,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,230,-9999,40,34,15,-9999,85,I-C,255,167,127,1.000000000000000,0.654902000000000,0.498039000000000
1748,2725,2200592.000000000000000,13620,50,13620_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,355,680,12,11,3,2,95,I-B,255,191,191,1.000000000000000,0.749020000000000,0.749020000000000
1749,2726,8533449.000000000000000,13622,50,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,Hardwood-Conifer,230,-9999,40,34,15,-9999,85,I-C,255,167,127,1.000000000000000,0.654902000000000,0.498039000000000
